dimensoes,pilar,tema,subtema,id,ordem_ces,nova_ordem,ordem_floripa_em_nr,orgao_responsavel,indicador,faixa_1,faixa_2,faixa_3,ano,valor
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,TRATAMENTO DE ÁGUA RESIDUÁRIAS,8,8,8,N/A,CASAN,Porcentagem de águas residuais ou efluente (águas de esgoto) tratadas: total de m³ de águas residuais que entram anualmente nas estações de tratamento dividido pelo total de m³ de água faturadas.,> 60%,40%–60%,< 40%,2020,"55,56"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,EFETIVIDADE DA DRENAGEM,9,9,9,N/A,SMSP,Porcentagem anual de moradias afetadas por inundações intensas decorrentes de transbordamentos dos sistemas de drenagem e esgoto e de inundações causadas por rios e marés.,"< 0,5%","0,5–3",> 3%,2020,7
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,COBERTURA COLETA DE RESÍDUOS SÓLIDOS,10,10,10,N/A,COMCAP,Porcentagem das moradias com coleta regular de resíduos sólidos.,90%–100%,80%–90%,< 80%,2020,100
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,VOLUME DE RESIDUOS SÓLIDOS,11,L 5,11,N/A,COMCAP,"Toneladas totais de resíduos sólidos recolhidos (lixo convencional, coleta seletiva, lixo hospitalar, lixo pesado).",Sem valor de referência,Não Informado,Não Informado,2020,"205,291"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,VOLUME DE RESIDUOS SÓLIDOS,12,NOVO,12,N/A,COMCAP,"Quantidade (kg) de resíduos sólidos coletados por habitante, por dia (população projetada IBGE)","≤ 1,0","1,01 - 1,5",">1,5",2020,"1,1"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,15,14,15,N/A,COMCAP,Porcentagem de resíduos sólidos municipais compostados pela Prefeitura,> 20%,5%–20%,< 5%,2020,"2,3"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,16,15,16,7.3.2004,COMCAP/FNR,Porcentagem de resíduos sólidos separados e classificados para reciclagem,> 25%,15%–25%,< 15%,2020,"5,9"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,17,16,17,7.3.2006,COMCAP/FNR,Porcentagem de resíduos sólidos tratados em usinas de geração de energia a partir de resíduos em relação ao total de resíduos sólidos produzidos.,> 20 %,10%- 19%,< 10%,2020,0
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,COBERTURA ENERGÉTICA,18,17,18,N/A,CELESC,Porcentagem de domicílios(residenciais) com ligação autorizada à energia elétrica,90%–100%,70%–90%,< 70%,2020,"224,611"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,COBERTURA ENERGÉTICA,19,,20,7.4.2006,SC GÁS /FNR,Número de conexões de serviço de distribuição de gás - residencial (por 100 mil habitantes),> 54.000,> 33.000 = < 54.000,< 33.000,2020,"2,585"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,COBERTURA ENERGÉTICA,20,19,21,7.4.2007,CELESC /FNR,"Média de interrupção do fornecimento de energia elétrica por domicílio/ano, expresso em h/domicílio/ano",< 7h,7–10h,> 10h,2020,"4,46"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,EFICIÊNCIA ENERGÉTICA,21,21,22,N/A,CELESC,Consumo anual de eletricidade por cliente residencial em Kw/h,1500–3500 kWh/por domicílio/ano,"900–1500 kWh/por domicílio/ano
3500–5000 kWh/por domicílio/ano","< 900 kWh/por domicílio/ano
> 5000 kWh/por domicílio/ano",2020,"2,885"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,EFICIÊNCIA ENERGÉTICA,22,NOVO,23,N/A,COSIP,Porcentagem da iluminação pública que utiliza a tecnologia LED,50%,50% - 30%,< 30%,2020,"15,8"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,ENERGIA ALTERNATIVA E RENOVÁVEL,23,,25,7.4.2004,CELESC /FNR,Energia proveniente de fontes renováveis (porcentagem),> 50%,20%–50%,< 20%,2020,"0,63"
AMBIENTAL,MITIGAÇÃO DOS GASES DE EFEITO ESTUFA E OUTRAS FORMAS DE CONTAMINAÇÃO,Ruido,CONTROLE DE RUIDOS,27,NOVO,29,N/A,FLORAM,Média anual (em decibéis) de ruído nos 5 principais pontos críticos da cidade,< 70 decibéis,70 - 80 decibéis,> 80 decibéis,2020,278
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,28,30,30,N/A,SMSP/Defesa Civil,"Mapas de risco: porcentagem das áreas sujeitas a riscos decorrentes de deslizamentos, inundações costeiras e fluviais, mapeadas na escala 1:10.000, com grau de risco alto, médio ou baixo risco.",acima de 90%,"de 60 a 89,99%",abaixo de 60%,2020,100
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,29,34,31,N/A,SMSP,"Porcentagem das áreas de risco e vulnerabilidades da cidade (áreas de risco de deslizamento, de inundação costeira e pluvial, de vulnerabilidade social, de interrupções das pontes, de secas com comprometimento de abastecimento de água, apagões e de congestionamento viário extremo) que possuem planos de contingência adequados e atualizados.",acima de 90%,"de 60 a 89,99%",abaixo de 60%,2020,100
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,30,35,32,N/A,SMSP,Porcentagem dos planos de contingência de riscos que possui alerta precoce,acima de 90%,"de 60 a 89,99%",abaixo de 60%,2020,100
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,31,38,33,N/A,SMSP,Porcentagem da Lei Orçamentária Anual (LOA) planejados para mitigação dos riscos de desastres naturais e mudanças climáticas,"acima de 0,5%","0,5 a 0,3%","abaixo de 0,3%",2020,76
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,33,41,36,N/A,IPUF,Porcentagem de crescimento anual da quilometragem da malha urbana,< 3%,3%–5%,> 5%,2020,"0,86"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,34,42,37,N/A,IPUF,Quantidade de população por km² de área urbanizada (exclui-se as áreas de agricultura e açudes de mais de 5 km),7.000 - 20.000,4.000–7.000; 20.000–25.000,< 4.000;                                         > 25.000,2020,"5,055"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,35,L 8,38,N/A,IPUF,Porcentagem de crescimento demográfico,<1%,"1% - 1,5%","> 1,5%",2020,"1,57"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,ÁREAS VERDE E DE RECREAÇÃO,38,45,41,N/A,IPUF,Quantidade de hectares de áreas verdes permanentes de lazer (de acordo com o Plano Diretor) para cada 100.000 habitantes (população projetada IBGE),> 50,20–50,< 20,2020,"5,71"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,Não Informado,39,,42,1.5.2003,IPUF/FNR,Espaços livres de lazer e recreação de uso público excluídas áreas de estacionamento (m² per capita),Não Informado,Não Informado,Não Informado,2020,"2,62"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,Não Informado,40,NOVO,43,N/A,IPUF,Porcentagem das edificações em áreas de conflito ambiental: quantidade de edificações irregulares dividido pelo total das edificações.,"< 0,5%","0,6% - 2%",> 2 %,2020,"10,65"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,Não Informado,41,L 10,44,6.1.2001,FLORAM,Áreas naturais protegidas: porcentagem de Unidades de Conservação (UC) com plano de manejo.,acima de 90%,"de 60 a 89,99%",abaixo de 60%,2020,"27,15"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,POBREZA,46,L 11,49,5.1.2001,IPUF,Porcentagem de Áreas Especiais de Interesse Social (AEIS) e Zonas Especiais de Interesse Social (ZEIS) em relação à Macro área de Uso Urbano definida pelo Plano Diretor.,sem valor de referência,Não Informado,Não Informado,2020,"22,89"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,DESIGUALDADE DE RENDA,51,51,55,5.2.10,SEMAS/FRN,Coeficiente de Gini da renda (Fonte: PENAD Contínua do IBGE),"< 0,40","0,40–0,49","> 0,49",2020,"0,54"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,DESIGUALDADE DE RENDA,52,L 17,56,N/A,SMTTDE,Remuneração média dos trabalhadores formais (Fonte: Secretaria do Trabalho - RAIS),Acima de R$ 3.280,R$ 2.569 a R$ 3.280,R$ 788  a R$ 2.568,2020,2020
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,53,52,57,N/A,SMPIU,Quilômetros de vias públicas por 100 mil habitantes (População projetada do IBGE),< 300,300–400,> 400,2020,"352,68"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,56,53,60,2.1.2004,SMTI,Quilômetros de vias dedicadas exclusivamente ao  transporte público por 100 mil habitantes (população projetada do IBGE),> 40,10–40,< 10,2020,0
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,57,54,61,somar: 2.2.2 + 2.2.3 + 2.2.4,SMTI/FNR,"Quilômetros de ciclovias, ciclofaixas e ciclorotas por 100 mil habitantes (população projetada IBGE)",> 25,15–25,< 15,2020,"164,81"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,58,NOVO,62,N/A,SMTI,"Porcentagem de km de ciclovias, ciclofaixas e ciclorotas em relação ao total de km de vias  da cidade",>25%,25%-15%,<15%,2020,"164,81"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,61,NOVO,65,N/A,SMTI,Quilometragem média/mês rodada pela frota de transporte público,sem valor de referência,Não Informado,Não Informado,2020,"1,273"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,62,NOVO,66,N/A,SMTI,Quantidade média/mês de pessoas transportadas pelo transporte público,sem valor de referência,Não Informado,Não Informado,2020,"1,768"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,65,NOVO,69,N/A,SMTI,Média/mês da capacidade ofertada para o transporte de pessoas no sistema de transporte público,sem valor de referência,Não Informado,Não Informado,2020,"7,351"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE LIMPO,68,NOVO,72,N/A,SMTI,Porcentagem da frota de transporte público movida a energia elétrica,> 20%,20%–10%,< 10%,2020,0
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE LIMPO,69,NOVO,73,N/A,SMTI,Porcentagem da frota de transporte público com ar condicionado,> 70%,70%–50%,< 50%,2020,"19,74"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE LIMPO,70,57,74,N/A,SMTI,Idade média da frota do transporte público,< 6,6–12,> 12,2020,"6,78"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,71,58,75,10.2.2001,SSP/FNR,Vítimas mortais de acidentes de trânsito por 100 mil habitantes,< 10,10–20,> 20,2020,"7,3"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,72,NOVO,76,N/A,SMS,Quantidade anual de pessoas hospitalizadas por acidentes de trânsito por 100.000 habitantes (população projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"14,8"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,MENOS CONGESTIONAMENTO,74,60,78,2.4.2001,SMTI/FNR,"Número de veículos de uso pessoal (automóveis, SUV's, etc) registrados no DETRAN local (exceto táxis) per capita (população projetada IBGE)","< 0,3","0,3–0,4","> 0,4",2020,"0,63"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE ECONÔMICO,75,62,79,N/A,SMTI,Índice de acessibilidade (Salário Mínimo Nacional/(44 viagens mês* valor da tarifa em dinheiro)),Até 5%,5%–10%,> 10%,2020,"5,27"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,AMBIENTE DE NEGÓCIOS,REG. NEGÓCIOS E INVESTIMENTOS,76,65,80,N/A,SMDECT,Quantidade de dias para abrir uma empresa,< 12,12–20,> 20,2020,1
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,81,67,85,8.2.2001,SMDECT/SIE/FRN,PIB per capita da cidade (Fonte IBGE - Estatisticas),>US$ 9.000,US$ 3.000–US$ 9.000,< US$ 3.000,2020,"41,886"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,82,68,86,N/A,SMTDI,Taxa de crescimento do PIB per capita da cidade (Fonte: IBGE Estatísticas),"> 2,5%
O crescimento do PIB per capita da cidade é positivo e superior ao crescimento do PIB nacional (2)","2-2,5%
O crescimento do PIB per capita da cidade é positivo e igual ou similar ao crescimento do PIB nacional (1)","<2%
O crescimento do PIB per capita da cidade é positivo e igual ou similar ao ao crescimento do PIB nacional (0)",2020,"6,36"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,83,L 13,87,N/A,"Secretaria Executiva de Desenvolvimento Econômico, Ciência e Tecnologia",Porcentagem do PIB de Florianópolis em relação ao PIB de SC,> maior que a inflação,igual a inflação,< que a inflação,2020,14
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,84,EBA 1,88,N/A,SMTDI,Taxa de crescimento do PIB da cidade (Fonte: IBGE Estatisticas),">3,5%
O crescimento do PIB da cidade é positivo e superior ao crescimento do PIB nacional (2)","3-3,5%
O crescimento do PIB  da cidade é positivo e igual ou similar ao crescimento do PIB nacional (1)","<3%
O crescimento do PIB da cidade é positivo e igual ou similar ao ao crescimento do PIB nacional (0)",2020,"7,9"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,89,76,94,N/A,SME,Taxa de analfabetismo de pessoas acima de 15 anos,"< 0,5%","0,5% - 2%",> 2%,2020,"1,6"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,90,77,95,N/A,SME,Porcentagem de Estudantes do ensino fundamental com nível satisfatório em provas padronizadas (IDEB) de Leitura,>=70%,69%–50%,> 50%,2020,35
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,91,78,96,N/A,SME,Porcentagem de Estudantes do ensino fundamental com nível satisfatório em provas padronizadas (IDEB) de Matemática,>=70%,69%–50%,> 50%,2020,19
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,92,79,97,N/A,SME,Quantidade de alunos por professor nas escolas públicas,< 15:1,Entre 15:1 e 25:1,> 25:1,2020,"10,6"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,93,80,98,N/A,SME,Número de estudantes matriculados na pré-escola e recebem atendimento integral,Não Informado,Não Informado,Não Informado,2020,"3,293"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,94,81,99,N/A,SME,Número de estudantes matriculados nos anos iniciais do ensino fundamental (6 a 11 anos),Não Informado,Não Informado,Não Informado,2020,"9,95"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,95,82,100,N/A,SME,Número de estudantes matriculados nos anos finais do ensino fundamental (12 a 15 anos),Não Informado,Não Informado,Não Informado,2020,"31,485"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,96,83,101,N/A,SEE,Número de estudantes matriculados no ensino médio (16 a 18 anos),Não Informado,Não Informado,Não Informado,2020,"17,214"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,98,NOVO,103,N/A,SME,Número de crianças com necessidades especiais matriculadas na Educação Básica (4 a 17 anos),sem valor de referência,Não Informado,Não Informado,2020,"2,257"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,99,NOVO,104,N/A,SME,Porcentagem das escolas que cumprem a Lei de Acessibilidade,> 95%,95% - 90%,< 90%,2020,91
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ENSINO SUPERIOR,100,,103,4.1.2006,SME/FNR,Número de pessoas com ensino superior completo acima de 25 anos (por 100 mil habitantes),Não Informado,Não Informado,Não Informado,2020,271711
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,101,85,104,10.1.2005,SSP/FNR,Quantidade de homicídios por 100 mil habitantes - população projetada pelo IBGE,< 10,10–25,> 25,2020,"10,6"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,102,NOVO,105,N/A,SSP,Quantidade de latrocínios por 100.000 habitantes - população projetada pelo IBGE,<5,5-10,>10,2020,"0,2"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,103,NOVO,106,N/A,SSP,Quantidade de feminicídios por 100.000 habitantes mulheres - população projetada pelo IBGE,<5,5-10,>10,2020,"0,7"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,104,86,107,N/A,SSP,Número de ocorrências de violência doméstica em mulheres,Não Informado,Não Informado,Não Informado,2020,"5,342"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,105,88,108,N/A,SSP,Roubos por 100 mil habitantes - população projetada pelo IBGE,< 300,300–1.000,> 1.000,2020,"205,8"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,106,89,109,N/A,SSP,Furtos por 100 mil habitantes - população projetada pelo IBGE,< 3.000,3.000–5.000,> 5.000,2020,"1616,2"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,107,NOVO,110,N/A,SSP,Furtos de veículos por 100 mil habitantes - população projetada pelo IBGE,<100,100-150,>150,2020,"67,7"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,108,NOVO,111,N/A,SSP,Roubos de veículos por 100 mil habitantes - população projetada pelo IBGE,<50,50-75,>75,2020,"21,5"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,109,,112,10.1.10,SSP/FNR,Crimes contra a propriedade por 100 000 habitantes,<50,50-75,>75,2020,"18,4"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,ESTRUTURAS DE SEGURANÇA,110,L 20,113,N/A,SSP,Quantidade de CONSEGs ativos,sem valor de referência,Não Informado,Não Informado,2020,8
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,111,NOVO,114,N/A,SMS,Taxa Geral de mortalidade por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"543,56"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,112,NOVO,115,N/A,SMS,Taxa Geral de mortalidade de homens por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"601,56"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,113,NOVO,116,N/A,SMS,Taxa Geral de mortalidade de mulheres por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"489,72"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,114,95,117,3.1.2004,SMS/FNR,Taxa de mortalidade infantil (crianças menores de 5 anos)por 100.000 habitantes (População projetada IBGE),< 20,20 -30,> 30,2020,"7,78"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,115,NOVO,118,N/A,SMS,Taxa de mortalidade Precoce (Anos potenciais de vida perdido - APVP) por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"4488,74"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,116,NOVO,119,N/A,SMS,Taxa de mortalidade por doenças cardovasculares por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"138,42"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,117,NOVO,120,N/A,SMS,Taxa de mortalidade por neoplasias por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"134,48"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,118,NOVO,121,N/A,SMS,"Taxa de mortalidade por causas externas (acidentes, crimes, etc.) por 100.000 habitantes (População projetada IBGE)",sem valor de referência,Não Informado,Não Informado,2020,"39,89"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,119,NOVO,122,N/A,SMS,Taxa de internação de adultos por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2020,"4260,8"
